Name,Origine,Destinazione,Total_Minu,Total_Mete
16182 - 28060,16182.0,28060.0,118.5,195169.08
16183 - 28060,16183.0,28060.0,111.81,194636.19
16184 - 28060,16184.0,28060.0,148.11,239333.17
16185 - 28060,16185.0,28060.0,124.01,215523.13
23036 - 28060,23036.0,28060.0,69.59,118430.92
23037 - 28060,23037.0,28060.0,70.82,83052.71
23038 - 28060,23038.0,28060.0,56.2,89696.42
23039 - 28060,23039.0,28060.0,48.33,74108.5
18161 - 28060,18161.0,28060.0,143.1,265186.58
18162 - 28060,18162.0,28060.0,152.28,281302.17
18163 - 28060,18163.0,28060.0,145.41,276644.37
18164 - 28060,18164.0,28060.0,160.44,297658.79
18165 - 28060,18165.0,28060.0,147.61,274156.84
18166 - 28060,18166.0,28060.0,170.28,306662.62
21020 - 28060,21020.0,28060.0,139.74,258242.22
21021 - 28060,21021.0,28060.0,158.86,242908.89
19061 - 28060,19061.0,28060.0,113.69,175718.74
19062 - 28060,19062.0,28060.0,117.01,192891.56
19063 - 28060,19063.0,28060.0,102.5,181964.53
19064 - 28060,19064.0,28060.0,104.92,164681.36
19065 - 28060,19065.0,28060.0,110.49,191430.34
19066 - 28060,19066.0,28060.0,136.1,233630.78
19067 - 28060,19067.0,28060.0,133.18,230598.17
19068 - 28060,19068.0,28060.0,105.58,193818.58
21098 - 28060,21098.0,28060.0,118.05,219851.56
21099 - 28060,21099.0,28060.0,137.56,251771.27
21100 - 28060,21100.0,28060.0,141.07,256678.88
21101 - 28060,21101.0,28060.0,146.62,265165.61
21102 - 28060,21102.0,28060.0,123.52,224461.21
21103 - 28060,21103.0,28060.0,186.29,320442.69
24079 - 28060,24079.0,28060.0,41.4,50326.04
24080 - 28060,24080.0,28060.0,59.27,84828.39
25040 - 28060,25040.0,28060.0,65.93,118010.93
25041 - 28060,25041.0,28060.0,66.76,114706.84
25042 - 28060,25042.0,28060.0,60.7,69336.94
25043 - 28060,25043.0,28060.0,101.28,157810.97
17009 - 28060,17009.0,28060.0,83.92,153112.52
17010 - 28060,17010.0,28060.0,123.74,186218.25
17011 - 28060,17011.0,28060.0,96.83,166588.2
17012 - 28060,17012.0,28060.0,96.86,156220.68
17013 - 28060,17013.0,28060.0,90.16,165379.46
17014 - 28060,17014.0,28060.0,76.5,132201.34
27014 - 28060,27014.0,28060.0,16.39,14535.81
27015 - 28060,27015.0,28060.0,42.5,66775.13
27016 - 28060,27016.0,28060.0,60.45,99294.6
27017 - 28060,27017.0,28060.0,19.56,16567.1
23040 - 28060,23040.0,28060.0,62.6,101376.49
23041 - 28060,23041.0,28060.0,61.25,79926.16
23042 - 28060,23042.0,28060.0,47.57,73836.11
23043 - 28060,23043.0,28060.0,66.13,109445.86
23070 - 28060,23070.0,28060.0,49.86,69520.46
17184 - 28060,17184.0,28060.0,168.63,278902.68
17185 - 28060,17185.0,28060.0,104.1,152625.88
17186 - 28060,17186.0,28060.0,85.25,154988.19
17187 - 28060,17187.0,28060.0,87.07,134975.22
17188 - 28060,17188.0,28060.0,87.96,157717.68
17189 - 28060,17189.0,28060.0,111.3,160914.47
28072 - 28060,28072.0,28060.0,10.3,9262.36
28073 - 28060,28073.0,28060.0,17.44,14102.81
28074 - 28060,28074.0,28060.0,34.74,42934.94
28075 - 28060,28075.0,28060.0,18.68,17610.75
28076 - 28060,28076.0,28060.0,21.12,24057.36
28077 - 28060,28077.0,28060.0,32.32,34493.01
28078 - 28060,28078.0,28060.0,30.21,44505.05
17162 - 28060,17162.0,28060.0,104.07,181789.49
17163 - 28060,17163.0,28060.0,88.16,159173.42
17164 - 28060,17164.0,28060.0,86.92,142291.92
17165 - 28060,17165.0,28060.0,81.07,151081.96
28065 - 28060,28065.0,28060.0,18.81,18825.79
28066 - 28060,28066.0,28060.0,16.37,14831.78
28067 - 28060,28067.0,28060.0,34.04,41181.72
30099 - 28060,30099.0,28060.0,96.48,149696.92
30100 - 28060,30100.0,28060.0,70.7,124817.24
30101 - 28060,30101.0,28060.0,87.32,145711.23
30102 - 28060,30102.0,28060.0,106.71,174086.04
30103 - 28060,30103.0,28060.0,104.47,171719.98
18112 - 28060,18112.0,28060.0,157.12,293670.4
18113 - 28060,18113.0,28060.0,159.74,295838.15
18114 - 28060,18114.0,28060.0,129.78,243843.58
18115 - 28060,18115.0,28060.0,143.86,271151.15
18116 - 28060,18116.0,28060.0,148.46,275318.48
18117 - 28060,18117.0,28060.0,163.32,299969.63
18118 - 28060,18118.0,28060.0,136.69,257722.76
18119 - 28060,18119.0,28060.0,145.02,266105.36
18120 - 28060,18120.0,28060.0,138.34,260398.29
18121 - 28060,18121.0,28060.0,151.45,280600.92
18122 - 28060,18122.0,28060.0,154.32,288810.78
18123 - 28060,18123.0,28060.0,164.52,300564.42
18124 - 28060,18124.0,28060.0,139.77,267476.81
18125 - 28060,18125.0,28060.0,146.4,267085.95
18126 - 28060,18126.0,28060.0,153.82,282093.23
18127 - 28060,18127.0,28060.0,143.74,269918.8
18128 - 28060,18128.0,28060.0,168.35,281494.07
24051 - 28060,24051.0,28060.0,25.36,30888.79
24052 - 28060,24052.0,28060.0,37.77,59198.16
4206 - 28060,4206.0,28060.0,232.01,413945.15
4207 - 28060,4207.0,28060.0,269.32,498583.65
4208 - 28060,4208.0,28060.0,215.7,394980.05
4209 - 28060,4209.0,28060.0,248.65,452182.78
4210 - 28060,4210.0,28060.0,234.91,452723.54
4211 - 28060,4211.0,28060.0,228.59,414158.67
4212 - 28060,4212.0,28060.0,200.15,379869.59
4213 - 28060,4213.0,28060.0,202.35,369661.32
4214 - 28060,4214.0,28060.0,204.27,375286.36
4219 - 28060,4219.0,28060.0,217.22,396619.66
5007 - 28060,5007.0,28060.0,197.77,385445.48
5008 - 28060,5008.0,28060.0,184.01,344320.44
5009 - 28060,5009.0,28060.0,195.01,363397.65
5010 - 28060,5010.0,28060.0,182.55,339540.11
5011 - 28060,5011.0,28060.0,206.34,369514.77
5012 - 28060,5012.0,28060.0,201.75,381078.25
5013 - 28060,5013.0,28060.0,194.62,351894.58
5014 - 28060,5014.0,28060.0,189.61,356751.6
5015 - 28060,5015.0,28060.0,198.27,366527.31
5016 - 28060,5016.0,28060.0,193.75,364104.23
5017 - 28060,5017.0,28060.0,198.74,370073.7
5018 - 28060,5018.0,28060.0,190.67,360493.14
5019 - 28060,5019.0,28060.0,201.41,371355.57
5020 - 28060,5020.0,28060.0,185.56,341165.66
5021 - 28060,5021.0,28060.0,203.48,361053.45
5022 - 28060,5022.0,28060.0,192.87,364705.18
5023 - 28060,5023.0,28060.0,184.56,343581.64
5024 - 28060,5024.0,28060.0,193.91,351424.72
5025 - 28060,5025.0,28060.0,186.92,353280.42
5026 - 28060,5026.0,28060.0,189.33,357853.75
5027 - 28060,5027.0,28060.0,186.43,344154.52
5028 - 28060,5028.0,28060.0,177.59,338107.92
5029 - 28060,5029.0,28060.0,183.79,341013.26
5030 - 28060,5030.0,28060.0,192.49,363137.4
5031 - 28060,5031.0,28060.0,204.78,373898.93
5032 - 28060,5032.0,28060.0,192.61,350782.92
4141 - 28060,4141.0,28060.0,223.51,429401.06
4142 - 28060,4142.0,28060.0,203.46,381838.01
4143 - 28060,4143.0,28060.0,226.89,421014.63
4144 - 28060,4144.0,28060.0,234.88,421105.4
4145 - 28060,4145.0,28060.0,226.66,410759.71
4146 - 28060,4146.0,28060.0,224.73,419907.61
4147 - 28060,4147.0,28060.0,213.73,394878.24
4152 - 28060,4152.0,28060.0,207.44,388746.18
4153 - 28060,4153.0,28060.0,230.09,443655.38
4154 - 28060,4154.0,28060.0,255.74,455662.45
4155 - 28060,4155.0,28060.0,257.87,473709.84
4156 - 28060,4156.0,28060.0,255.91,455793.22
4157 - 28060,4157.0,28060.0,245.73,445705.51
4169 - 28060,4169.0,28060.0,218.91,401673.14
4170 - 28060,4170.0,28060.0,205.85,385272.38
4171 - 28060,4171.0,28060.0,219.61,412843.07
4172 - 28060,4172.0,28060.0,279.45,471890.67
4173 - 28060,4173.0,28060.0,265.86,493945.71
4174 - 28060,4174.0,28060.0,288.72,518189.33
4175 - 28060,4175.0,28060.0,228.18,434840.93
4176 - 28060,4176.0,28060.0,193.61,365988.04
4177 - 28060,4177.0,28060.0,239.93,455221.59
4178 - 28060,4178.0,28060.0,235.63,417969.09
4179 - 28060,4179.0,28060.0,217.56,413332.96
4180 - 28060,4180.0,28060.0,241.14,445196.96
4181 - 28060,4181.0,28060.0,246.8,450292.92
4182 - 28060,4182.0,28060.0,254.79,446083.33
4183 - 28060,4183.0,28060.0,258.61,449794.0
4184 - 28060,4184.0,28060.0,234.0,446734.49
4185 - 28060,4185.0,28060.0,253.86,458478.44
5109 - 28060,5109.0,28060.0,192.29,358707.26
5110 - 28060,5110.0,28060.0,194.11,363084.79
5111 - 28060,5111.0,28060.0,190.66,350372.5
5112 - 28060,5112.0,28060.0,197.64,376739.91
5113 - 28060,5113.0,28060.0,216.49,384724.33
5114 - 28060,5114.0,28060.0,196.79,365927.27
5115 - 28060,5115.0,28060.0,182.03,340892.91
5119 - 28060,5119.0,28060.0,191.88,361711.84
5120 - 28060,5120.0,28060.0,189.51,347099.75
5121 - 28060,5121.0,28060.0,200.15,367120.17
6001 - 28060,6001.0,28060.0,191.75,352436.74
5033 - 28060,5033.0,28060.0,202.3,381819.35
5034 - 28060,5034.0,28060.0,187.15,356094.87
5035 - 28060,5035.0,28060.0,200.16,371974.35
5036 - 28060,5036.0,28060.0,176.24,336096.12
5037 - 28060,5037.0,28060.0,214.02,381630.57
5038 - 28060,5038.0,28060.0,189.95,359678.33
5039 - 28060,5039.0,28060.0,190.52,359836.29
5040 - 28060,5040.0,28060.0,197.91,367785.52
5041 - 28060,5041.0,28060.0,196.25,367775.82
5042 - 28060,5042.0,28060.0,199.23,368540.83
5044 - 28060,5044.0,28060.0,192.69,358342.41
5045 - 28060,5045.0,28060.0,192.55,361233.51
5046 - 28060,5046.0,28060.0,192.65,363477.59
5047 - 28060,5047.0,28060.0,194.86,363722.64
5048 - 28060,5048.0,28060.0,182.92,343064.64
5049 - 28060,5049.0,28060.0,190.96,360674.31
5050 - 28060,5050.0,28060.0,190.36,359479.46
5071 - 28060,5071.0,28060.0,187.2,353325.83
5072 - 28060,5072.0,28060.0,198.54,354852.9
5073 - 28060,5073.0,28060.0,197.52,367145.22
5074 - 28060,5074.0,28060.0,189.38,349389.37
5075 - 28060,5075.0,28060.0,191.97,361809.61
5076 - 28060,5076.0,28060.0,187.3,356367.39
5077 - 28060,5077.0,28060.0,184.73,343295.44
5079 - 28060,5079.0,28060.0,194.72,364324.02
5080 - 28060,5080.0,28060.0,191.62,347866.44
5090 - 28060,5090.0,28060.0,189.49,357111.76
5091 - 28060,5091.0,28060.0,194.96,364794.57
5092 - 28060,5092.0,28060.0,199.15,370217.75
5093 - 28060,5093.0,28060.0,180.59,341288.08
5094 - 28060,5094.0,28060.0,214.52,376621.65
5095 - 28060,5095.0,28060.0,197.34,354845.21
5096 - 28060,5096.0,28060.0,178.13,338682.43
5097 - 28060,5097.0,28060.0,190.87,360859.84
5098 - 28060,5098.0,28060.0,217.81,383898.33
5099 - 28060,5099.0,28060.0,190.54,360347.51
5100 - 28060,5100.0,28060.0,196.02,366960.45
5101 - 28060,5101.0,28060.0,194.96,374303.85
5103 - 28060,5103.0,28060.0,186.04,350868.23
5104 - 28060,5104.0,28060.0,220.35,385742.04
5105 - 28060,5105.0,28060.0,201.81,359786.05
5106 - 28060,5106.0,28060.0,188.71,357970.38
5107 - 28060,5107.0,28060.0,194.3,364776.6
5108 - 28060,5108.0,28060.0,188.58,357903.22
5051 - 28060,5051.0,28060.0,198.08,366951.56
5052 - 28060,5052.0,28060.0,194.65,374516.8
5053 - 28060,5053.0,28060.0,196.66,365987.03
5054 - 28060,5054.0,28060.0,187.06,344821.58
5055 - 28060,5055.0,28060.0,191.0,357845.04
5056 - 28060,5056.0,28060.0,187.78,346367.8
5057 - 28060,5057.0,28060.0,189.8,345194.94
5058 - 28060,5058.0,28060.0,186.12,345236.78
5059 - 28060,5059.0,28060.0,185.0,353604.88
5060 - 28060,5060.0,28060.0,209.25,366939.41
5061 - 28060,5061.0,28060.0,184.06,341376.22
5062 - 28060,5062.0,28060.0,193.17,362352.76
5063 - 28060,5063.0,28060.0,194.1,365168.78
5064 - 28060,5064.0,28060.0,209.21,373264.6
5070 - 28060,5070.0,28060.0,197.91,367855.51
4237 - 28060,4237.0,28060.0,247.37,434498.97
4238 - 28060,4238.0,28060.0,202.26,381602.05
4239 - 28060,4239.0,28060.0,257.39,464277.9
4240 - 28060,4240.0,28060.0,245.57,444140.77
4241 - 28060,4241.0,28060.0,200.32,375015.2
4242 - 28060,4242.0,28060.0,239.92,457963.17
4243 - 28060,4243.0,28060.0,248.15,438400.4
4244 - 28060,4244.0,28060.0,243.45,453438.85
4245 - 28060,4245.0,28060.0,240.12,425101.24
4246 - 28060,4246.0,28060.0,228.4,424026.4
4247 - 28060,4247.0,28060.0,254.51,440460.49
4248 - 28060,4248.0,28060.0,271.68,466874.45
4249 - 28060,4249.0,28060.0,246.24,458375.9
4250 - 28060,4250.0,28060.0,232.56,416917.6
5001 - 28060,5001.0,28060.0,190.33,359448.53
5002 - 28060,5002.0,28060.0,198.05,367699.16
5003 - 28060,5003.0,28060.0,190.04,359134.28
5004 - 28060,5004.0,28060.0,196.51,365522.03
5005 - 28060,5005.0,28060.0,180.9,346435.72
5006 - 28060,5006.0,28060.0,183.57,343045.85
6111 - 28060,6111.0,28060.0,181.36,333131.97
6112 - 28060,6112.0,28060.0,188.17,349639.01
6113 - 28060,6113.0,28060.0,200.57,363795.81
6114 - 28060,6114.0,28060.0,167.34,316215.0
6115 - 28060,6115.0,28060.0,175.16,330096.51
6116 - 28060,6116.0,28060.0,197.12,360844.55
6117 - 28060,6117.0,28060.0,197.26,360278.52
6118 - 28060,6118.0,28060.0,185.85,340917.04
6119 - 28060,6119.0,28060.0,188.3,348999.01
6120 - 28060,6120.0,28060.0,188.52,344092.6
6121 - 28060,6121.0,28060.0,175.98,337027.37
6122 - 28060,6122.0,28060.0,175.73,332258.03
6123 - 28060,6123.0,28060.0,180.94,342511.37
6124 - 28060,6124.0,28060.0,165.64,307407.38
6125 - 28060,6125.0,28060.0,213.6,377259.15
6126 - 28060,6126.0,28060.0,177.9,329160.04
6127 - 28060,6127.0,28060.0,169.85,318622.12
6128 - 28060,6128.0,28060.0,171.4,320025.56
6129 - 28060,6129.0,28060.0,170.35,322830.19
6130 - 28060,6130.0,28060.0,161.6,309357.37
6131 - 28060,6131.0,28060.0,178.15,330762.13
6132 - 28060,6132.0,28060.0,149.83,284685.95
6133 - 28060,6133.0,28060.0,184.14,341400.57
6058 - 28060,6058.0,28060.0,165.94,306811.22
6059 - 28060,6059.0,28060.0,192.25,355535.11
6060 - 28060,6060.0,28060.0,181.08,338312.97
6061 - 28060,6061.0,28060.0,179.64,333057.74
6062 - 28060,6062.0,28060.0,167.64,309168.57
6063 - 28060,6063.0,28060.0,182.1,342710.16
6064 - 28060,6064.0,28060.0,177.21,330724.38
6065 - 28060,6065.0,28060.0,208.99,372585.99
6066 - 28060,6066.0,28060.0,178.53,314267.06
6067 - 28060,6067.0,28060.0,183.98,321525.16
6077 - 28060,6077.0,28060.0,195.79,356719.16
6078 - 28060,6078.0,28060.0,175.2,332127.22
6079 - 28060,6079.0,28060.0,176.53,312616.27
6080 - 28060,6080.0,28060.0,169.91,321950.46
6081 - 28060,6081.0,28060.0,170.33,322240.06
6082 - 28060,6082.0,28060.0,177.54,330014.73
6083 - 28060,6083.0,28060.0,177.47,312542.97
6084 - 28060,6084.0,28060.0,194.25,356172.39
6085 - 28060,6085.0,28060.0,173.76,326971.61
6086 - 28060,6086.0,28060.0,155.86,291469.74
6087 - 28060,6087.0,28060.0,155.67,290994.12
6088 - 28060,6088.0,28060.0,182.0,342274.58
6089 - 28060,6089.0,28060.0,175.28,328695.28
6090 - 28060,6090.0,28060.0,205.83,369344.65
6091 - 28060,6091.0,28060.0,175.25,334865.54
6092 - 28060,6092.0,28060.0,196.36,357594.7
6093 - 28060,6093.0,28060.0,216.04,381781.8
6094 - 28060,6094.0,28060.0,172.81,326992.67
6095 - 28060,6095.0,28060.0,179.61,341055.78
6096 - 28060,6096.0,28060.0,151.61,286918.41
6097 - 28060,6097.0,28060.0,190.71,353869.36
6098 - 28060,6098.0,28060.0,169.51,303596.1
6099 - 28060,6099.0,28060.0,193.12,354513.24
6100 - 28060,6100.0,28060.0,187.92,348503.2
6101 - 28060,6101.0,28060.0,162.1,296663.47
6102 - 28060,6102.0,28060.0,180.74,317198.49
6103 - 28060,6103.0,28060.0,182.38,333189.12
6104 - 28060,6104.0,28060.0,185.5,346302.44
6105 - 28060,6105.0,28060.0,172.57,320842.84
6106 - 28060,6106.0,28060.0,206.26,369184.74
6107 - 28060,6107.0,28060.0,167.6,303295.51
6108 - 28060,6108.0,28060.0,167.29,301154.34
6109 - 28060,6109.0,28060.0,177.83,336151.45
6110 - 28060,6110.0,28060.0,191.98,353046.23
6166 - 28060,6166.0,28060.0,162.55,304531.28
6167 - 28060,6167.0,28060.0,165.22,316702.1
6168 - 28060,6168.0,28060.0,186.54,345840.74
6169 - 28060,6169.0,28060.0,177.63,338120.69
6170 - 28060,6170.0,28060.0,172.67,320791.31
6171 - 28060,6171.0,28060.0,178.11,338694.98
6172 - 28060,6172.0,28060.0,195.39,356782.9
6173 - 28060,6173.0,28060.0,177.19,338169.77
6178 - 28060,6178.0,28060.0,180.4,341705.59
6179 - 28060,6179.0,28060.0,182.63,337926.89
6180 - 28060,6180.0,28060.0,164.83,318475.2
6181 - 28060,6181.0,28060.0,156.53,291789.81
6182 - 28060,6182.0,28060.0,198.19,362568.26
6183 - 28060,6183.0,28060.0,163.81,305972.29
6184 - 28060,6184.0,28060.0,198.03,359159.54
6185 - 28060,6185.0,28060.0,173.93,331521.56
6186 - 28060,6186.0,28060.0,162.19,303538.75
6187 - 28060,6187.0,28060.0,190.49,352526.22
6188 - 28060,6188.0,28060.0,160.94,295203.69
6189 - 28060,6189.0,28060.0,159.77,295191.58
6190 - 28060,6190.0,28060.0,178.41,330007.93
6002 - 28060,6002.0,28060.0,183.07,336157.83
6005 - 28060,6005.0,28060.0,188.67,346509.92
6006 - 28060,6006.0,28060.0,163.9,297786.06
6007 - 28060,6007.0,28060.0,181.99,336982.04
6008 - 28060,6008.0,28060.0,152.84,288205.89
6009 - 28060,6009.0,28060.0,165.59,319547.33
6010 - 28060,6010.0,28060.0,171.84,313038.23
6011 - 28060,6011.0,28060.0,176.9,335001.64
6012 - 28060,6012.0,28060.0,167.39,317126.08
6013 - 28060,6013.0,28060.0,166.97,315394.42
6014 - 28060,6014.0,28060.0,174.27,335297.3
6015 - 28060,6015.0,28060.0,180.18,337017.91
6022 - 28060,6022.0,28060.0,176.19,327998.01
6023 - 28060,6023.0,28060.0,179.93,332144.01
6024 - 28060,6024.0,28060.0,171.01,305315.7
6025 - 28060,6025.0,28060.0,187.51,340427.76
6026 - 28060,6026.0,28060.0,182.2,336311.31
6027 - 28060,6027.0,28060.0,186.4,329058.43
6028 - 28060,6028.0,28060.0,180.42,333727.17
6029 - 28060,6029.0,28060.0,175.66,326138.99
6030 - 28060,6030.0,28060.0,161.48,302839.5
6031 - 28060,6031.0,28060.0,178.62,335248.58
6032 - 28060,6032.0,28060.0,167.18,309578.22
6033 - 28060,6033.0,28060.0,184.79,345678.09
6034 - 28060,6034.0,28060.0,199.74,353588.75
6035 - 28060,6035.0,28060.0,173.31,325400.18
6036 - 28060,6036.0,28060.0,201.28,364108.73
6037 - 28060,6037.0,28060.0,172.1,321301.32
6038 - 28060,6038.0,28060.0,183.82,344017.91
6039 - 28060,6039.0,28060.0,174.51,333632.45
6040 - 28060,6040.0,28060.0,157.46,292026.62
6041 - 28060,6041.0,28060.0,169.55,303763.43
6042 - 28060,6042.0,28060.0,166.67,318906.29
6043 - 28060,6043.0,28060.0,179.72,338375.35
6044 - 28060,6044.0,28060.0,184.73,346015.63
6045 - 28060,6045.0,28060.0,170.63,311559.56
6046 - 28060,6046.0,28060.0,157.81,293317.43
6047 - 28060,6047.0,28060.0,172.57,321077.09
6048 - 28060,6048.0,28060.0,202.47,364474.07
6049 - 28060,6049.0,28060.0,177.56,328743.78
6050 - 28060,6050.0,28060.0,194.62,357549.25
6051 - 28060,6051.0,28060.0,166.71,319041.28
6052 - 28060,6052.0,28060.0,183.63,341237.94
6053 - 28060,6053.0,28060.0,152.99,289448.97
6054 - 28060,6054.0,28060.0,177.4,332970.38
6055 - 28060,6055.0,28060.0,197.29,358193.97
6056 - 28060,6056.0,28060.0,183.64,344079.37
6057 - 28060,6057.0,28060.0,187.82,349676.15
10002 - 28060,10002.0,28060.0,197.34,379609.14
10003 - 28060,10003.0,28060.0,201.02,369349.53
7062 - 28060,7062.0,28060.0,226.0,428618.7
7063 - 28060,7063.0,28060.0,219.13,424248.33
7064 - 28060,7064.0,28060.0,229.01,431646.9
7065 - 28060,7065.0,28060.0,203.2,391504.11
7066 - 28060,7066.0,28060.0,218.09,422665.3
7067 - 28060,7067.0,28060.0,215.77,405148.69
7068 - 28060,7068.0,28060.0,237.24,444605.13
7069 - 28060,7069.0,28060.0,223.18,423666.97
7070 - 28060,7070.0,28060.0,237.97,444459.98
7071 - 28060,7071.0,28060.0,219.09,409749.47
7001 - 28060,7001.0,28060.0,224.5,425038.97
7002 - 28060,7002.0,28060.0,209.18,398724.02
7003 - 28060,7003.0,28060.0,216.0,414396.17
7004 - 28060,7004.0,28060.0,197.32,375271.12
7005 - 28060,7005.0,28060.0,223.35,429962.18
7030 - 28060,7030.0,28060.0,218.07,418299.85
7031 - 28060,7031.0,28060.0,218.02,416263.57
7032 - 28060,7032.0,28060.0,223.55,399600.8
7033 - 28060,7033.0,28060.0,216.23,392330.93
7034 - 28060,7034.0,28060.0,189.49,369258.88
7035 - 28060,7035.0,28060.0,223.79,429367.91
7036 - 28060,7036.0,28060.0,202.58,379519.5
7037 - 28060,7037.0,28060.0,196.91,380028.43
7038 - 28060,7038.0,28060.0,219.87,418087.52
7039 - 28060,7039.0,28060.0,217.05,406136.79
7040 - 28060,7040.0,28060.0,226.83,440036.5
7041 - 28060,7041.0,28060.0,238.98,453450.79
7042 - 28060,7042.0,28060.0,195.48,372554.4
7043 - 28060,7043.0,28060.0,198.45,382591.58
7044 - 28060,7044.0,28060.0,225.93,439060.33
7045 - 28060,7045.0,28060.0,206.77,401588.55
7046 - 28060,7046.0,28060.0,229.58,428626.55
7047 - 28060,7047.0,28060.0,231.75,431457.48
7048 - 28060,7048.0,28060.0,193.28,370038.87
7049 - 28060,7049.0,28060.0,212.15,411550.71
7050 - 28060,7050.0,28060.0,200.12,377705.38
7051 - 28060,7051.0,28060.0,204.74,392901.66
7052 - 28060,7052.0,28060.0,188.33,365488.86
7053 - 28060,7053.0,28060.0,229.62,443670.17
7054 - 28060,7054.0,28060.0,210.01,405445.43
7060 - 28060,7060.0,28060.0,209.81,404226.71
7061 - 28060,7061.0,28060.0,226.41,431457.82
7012 - 28060,7012.0,28060.0,210.91,393817.32
7013 - 28060,7013.0,28060.0,204.28,387489.64
7014 - 28060,7014.0,28060.0,201.39,384016.07
7015 - 28060,7015.0,28060.0,207.36,395264.0
7017 - 28060,7017.0,28060.0,198.44,381887.59
7018 - 28060,7018.0,28060.0,207.65,385316.48
7019 - 28060,7019.0,28060.0,216.06,415158.64
7020 - 28060,7020.0,28060.0,200.9,389514.2
7021 - 28060,7021.0,28060.0,237.19,441595.19
7022 - 28060,7022.0,28060.0,230.57,447733.6
7023 - 28060,7023.0,28060.0,189.85,366953.85
7024 - 28060,7024.0,28060.0,226.36,426236.66
7025 - 28060,7025.0,28060.0,210.74,395604.44
7026 - 28060,7026.0,28060.0,224.9,427022.8
7027 - 28060,7027.0,28060.0,206.95,401368.77
7028 - 28060,7028.0,28060.0,198.07,374991.63
7029 - 28060,7029.0,28060.0,206.8,383553.58
6134 - 28060,6134.0,28060.0,202.64,365014.48
6135 - 28060,6135.0,28060.0,191.05,353179.36
6136 - 28060,6136.0,28060.0,201.8,362440.54
6137 - 28060,6137.0,28060.0,161.76,297421.32
6138 - 28060,6138.0,28060.0,164.53,307342.48
6139 - 28060,6139.0,28060.0,186.08,346835.53
6140 - 28060,6140.0,28060.0,173.12,323165.17
6141 - 28060,6141.0,28060.0,170.5,323476.11
6142 - 28060,6142.0,28060.0,171.11,330670.06
6143 - 28060,6143.0,28060.0,185.47,343696.99
6144 - 28060,6144.0,28060.0,187.51,345051.02
6145 - 28060,6145.0,28060.0,166.87,315310.88
6146 - 28060,6146.0,28060.0,183.51,343155.44
6147 - 28060,6147.0,28060.0,180.85,341249.81
6148 - 28060,6148.0,28060.0,182.15,335262.22
6149 - 28060,6149.0,28060.0,182.0,342854.67
6150 - 28060,6150.0,28060.0,185.04,346545.67
6151 - 28060,6151.0,28060.0,159.79,302316.4
6152 - 28060,6152.0,28060.0,175.51,327339.36
6153 - 28060,6153.0,28060.0,178.22,338659.28
6154 - 28060,6154.0,28060.0,169.0,321819.86
6155 - 28060,6155.0,28060.0,175.09,311507.84
6156 - 28060,6156.0,28060.0,170.03,312780.02
6157 - 28060,6157.0,28060.0,170.96,322117.55
6158 - 28060,6158.0,28060.0,161.62,296561.91
6159 - 28060,6159.0,28060.0,188.34,350053.67
6160 - 28060,6160.0,28060.0,163.46,314826.85
6161 - 28060,6161.0,28060.0,179.82,337411.83
6162 - 28060,6162.0,28060.0,177.75,328784.45
6163 - 28060,6163.0,28060.0,169.23,322107.16
6164 - 28060,6164.0,28060.0,188.01,350588.14
6165 - 28060,6165.0,28060.0,211.88,376486.92
9059 - 28060,9059.0,28060.0,238.87,453846.98
9060 - 28060,9060.0,28060.0,243.06,452254.69
9061 - 28060,9061.0,28060.0,221.65,426433.92
9062 - 28060,9062.0,28060.0,221.92,424159.01
9063 - 28060,9063.0,28060.0,199.42,363163.98
9064 - 28060,9064.0,28060.0,207.4,398470.68
9065 - 28060,9065.0,28060.0,199.35,386050.35
9066 - 28060,9066.0,28060.0,236.12,445710.88
9067 - 28060,9067.0,28060.0,212.58,407560.84
9068 - 28060,9068.0,28060.0,227.57,436537.49
9069 - 28060,9069.0,28060.0,229.01,439877.47
10001 - 28060,10001.0,28060.0,192.62,371780.73
9005 - 28060,9005.0,28060.0,213.95,412943.46
9006 - 28060,9006.0,28060.0,230.36,445860.54
9007 - 28060,9007.0,28060.0,232.15,441148.79
9008 - 28060,9008.0,28060.0,226.43,431279.77
9009 - 28060,9009.0,28060.0,239.36,443673.22
9010 - 28060,9010.0,28060.0,211.38,402826.82
9011 - 28060,9011.0,28060.0,224.12,425698.38
9012 - 28060,9012.0,28060.0,220.7,425119.72
9013 - 28060,9013.0,28060.0,219.15,420250.37
9014 - 28060,9014.0,28060.0,230.56,429040.19
9015 - 28060,9015.0,28060.0,218.32,418268.27
9016 - 28060,9016.0,28060.0,219.74,420627.51
9017 - 28060,9017.0,28060.0,232.02,436992.5
9018 - 28060,9018.0,28060.0,215.43,414498.69
9019 - 28060,9019.0,28060.0,236.6,445316.05
9020 - 28060,9020.0,28060.0,235.61,446532.25
9021 - 28060,9021.0,28060.0,234.19,445774.76
9022 - 28060,9022.0,28060.0,199.92,384989.0
9023 - 28060,9023.0,28060.0,223.1,427777.62
9024 - 28060,9024.0,28060.0,225.48,430830.72
9025 - 28060,9025.0,28060.0,225.78,435909.86
9026 - 28060,9026.0,28060.0,221.48,427029.49
9027 - 28060,9027.0,28060.0,224.71,425393.76
9028 - 28060,9028.0,28060.0,233.43,445252.61
9029 - 28060,9029.0,28060.0,219.92,419211.28
